GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
873364583,20190916,201909,2019,2019.7014,BUS,BUSINESS,,,,,,BUS,,,BHS,BAHAMA,BHS,,,,,,,,1,020,020,02,1,3.0,6,1,6,-2.32018561484919,4,"Dundas Town, Central Abaco, Bahamas, The",BF,BF37,26.55,-77.0833,-1543188,4,"Dundas Town, Central Abaco, Bahamas, The",BF,BF37,26.55,-77.0833,-1543188,4,"Dundas Town, Central Abaco, Bahamas, The",BF,BF37,26.55,-77.0833,-1543188,20190917,http://www.tribune242.com/news/2019/sep/16/yamaha-dealer-70-of-dorian-losses-from-theft/
873991971,20190913,201909,2019,2019.6932,USA,UNITED STATES,USA,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,0,036,036,03,1,4.0,10,4,10,-2.84916360949876,3,"Freeport, Florida, United States",US,USFL,30.4983,-86.1361,282806,3,"Freeport, Florida, United States",US,USFL,30.4983,-86.1361,282806,1,"Bahamas, The",BF,BF,24.0,-76.0,BF,20190920,https://www.heraldmailmedia.com/news/nation/dorian-victim-survives-after-floating-in-a-chair-for-days/article_f40e9eaa-dd7b-54dc-a448-6935c9ee81c6.html
872926931,20190916,201909,2019,2019.7014,CANGOV,CANADA,CAN,,,,,GOV,,,CAN,CANADA,CAN,,,,,,,,1,020,020,02,1,3.0,4,1,4,0.57471264367816,1,Canada,CA,CA,60.0,-96.0,CA,1,Canada,CA,CA,60.0,-96.0,CA,4,"Nassau, New Providence, Bahamas, The",BF,BF23,25.0833,-77.35,-1543832,20190916,https://www.castanet.net/news/BC/265922/Firefighters-home-Dorian
872950893,20190916,201909,2019,2019.7014,NLD,NETHERLANDS,NLD,,,,,,,,NLDMIL,DUTCH,NLD,,,,,MIL,,,1,043,043,04,1,2.8,2,1,2,0.29761904761904,1,Netherlands,NL,NL,52.5,5.75,NL,1,Netherlands,NL,NL,52.5,5.75,NL,4,"Abaco, Central Abaco, Bahamas, The",BF,BF37,26.4667,-77.0833,-1542701,20190916,http://guyanachronicle.com/2019/09/16/paho-hurricane-relief-partners-the-dutch-military-forces-support-efforts-in-abaco
872961815,20190916,201909,2019,2019.7014,USAPRI,PUERTO RICO,USA,,,,,,,,BHS,BAHAMA,BHS,,,,,,,,0,073,073,07,2,7.4,4,1,4,1.33206470028545,1,Puerto Rico,RQ,RQ,18.2359,-66.4838,RQ,1,Puerto Rico,RQ,RQ,18.2359,-66.4838,RQ,4,"Abaco, Central Abaco, Bahamas, The",BF,BF37,26.4667,-77.0833,-1542701,20190916,http://www.jamaicaobserver.com/opinion/despite-the-storm-bahamasstrong_174887?profile=1096
872956193,20190916,201909,2019,2019.7014,BHS,BAHAMA,BHS,,,,,,,,HTI,HAITI,HTI,,,,,,,,0,070,070,07,2,7.0,2,1,2,-3.34645669291339,1,Trinidad And Tobago,TD,TD,11.0,-61.0,TD,4,"Goodman Bay, Bahamas, The (general), Bahamas, The",BF,BF00,25.0667,-77.3833,-1543330,4,"Goodman Bay, Bahamas, The (general), Bahamas, The",BF,BF00,25.0667,-77.3833,-1543330,20190916,https://www.stabroeknews.com/2019/09/16/features/in-the-diaspora/on-caribbean-empathy/
873145428,20190916,201909,2019,2019.7014,BHS,BAHAMA,BHS,,,,,,,,CVL,TRAVELER,,,,,,CVL,,,1,051,051,05,1,3.4,6,1,6,-0.62578222778473,4,"Paradise Island, Bahamas, The (general), Bahamas, The",BF,BF00,25.0833,-77.3333,-1543934,4,"Paradise Island, Bahamas, The (general), Bahamas, The",BF,BF00,25.0833,-77.3333,-1543934,4,"Paradise Island, Bahamas, The (general), Bahamas, The",BF,BF00,25.0833,-77.3333,-1543934,20190916,https://www.travelweekly.com/Travel-News/Travel-Agent-Issues/Travel-agents-faced-with-faulty-Bahamas-perceptions
873145435,20190916,201909,2019,2019.7014,BHSGOV,BAHAMA,BHS,,,,,GOV,,,CVL,TRAVELER,,,,,,CVL,,,1,051,051,05,1,3.4,2,1,2,-0.62578222778473,4,"Paradise Island, Bahamas, The (general), Bahamas, The",BF,BF00,25.0833,-77.3333,-1543934,4,"Paradise Island, Bahamas, The (general), Bahamas, The",BF,BF00,25.0833,-77.3333,-1543934,4,"Paradise Island, Bahamas, The (general), Bahamas, The",BF,BF00,25.0833,-77.3333,-1543934,20190916,https://www.travelweekly.com/Travel-News/Travel-Agent-Issues/Travel-agents-faced-with-faulty-Bahamas-perceptions
873145798,20190916,201909,2019,2019.7014,GOV,MINIST OF TOURISM,,,,,,GOV,,,CVL,TRAVELER,,,,,,CVL,,,1,051,051,05,1,3.4,2,1,2,-0.62578222778473,4,"Paradise Island, Bahamas, The (general), Bahamas, The",BF,BF00,25.0833,-77.3333,-1543934,4,"Paradise Island, Bahamas, The (general), Bahamas, The",BF,BF00,25.0833,-77.3333,-1543934,4,"Paradise Island, Bahamas, The (general), Bahamas, The",BF,BF00,25.0833,-77.3333,-1543934,20190916,https://www.travelweekly.com/Travel-News/Travel-Agent-Issues/Travel-agents-faced-with-faulty-Bahamas-perceptions
873146523,20190916,201909,2019,2019.7014,USA,UNITED STATES,USA,,,,,,,,BHS,BAHAMA,BHS,,,,,,,,0,036,036,03,1,4.0,2,1,2,-0.62578222778473,3,"Cincinnati, Ohio, United States",US,USOH,39.162,-84.4569,1066650,4,"Paradise Island, Bahamas, The (general), Bahamas, The",BF,BF00,25.0833,-77.3333,-1543934,4,"Paradise Island, Bahamas, The (general), Bahamas, The",BF,BF00,25.0833,-77.3333,-1543934,20190916,https://www.travelweekly.com/Travel-News/Travel-Agent-Issues/Travel-agents-faced-with-faulty-Bahamas-perceptions
